"aide","enonce_groupe","enonce_site","type","unite","id"
"NULL","Avez-vous conclu un contrat d'exploitation de vos installations de climatisation avec un prestataire ?","Avez-vous conclu un contrat d'exploitation de vos installations de climatisation avec un prestataire ?","1","NULL","502E4A16930E414107EE22B6198C578F"
"NULL","Pour vos activités nucléaires, certains de vos sites sont-ils soumis au titre de l'ASN (Autorité de sûreté nucléaire) à déclaration, enregistrement ou autorisation ?\nMerci de préciser le(s) régime(s) concerné(s) en commentaire.","Pour vos activités nucléaires, êtes-vous soumis au titre de l'ASN (Autorité de sûreté nucléaire) à déclaration, enregistrement ou autorisation ?\nMerci de préciser votre régime en commentaire.","1","NULL","539FD53B59E3BB12D203F45A912EEAF2"
"NULL","Avez-vous des appareils de connexion contenant des gaz fluorés (tels que SF6 ...) ? Merci de préciser en commentaire le type et la quantité maximale de gaz contenu.","Avez-vous des appareils de connexion contenant des gaz fluorés (tels que SF6 ...) ?\nPrécisez le type et la quantité de gaz contenu.","1","NULL","54229ABFCFA5649E7003B83DD4755294"
"NULL","Avez-vous des appareils nécessitant un Certificat d'aptitude à manipuler les appareils de radiologie industrielle (CAMARI) pour leur utilisation ?","Avez-vous des appareils nécessitant un Certificat d'aptitude à manipuler les appareils de radiologie industrielle (CAMARI) pour leur utilisation ?","1","NULL","555D6702C950ECB729A966504AF0A635"
"NULL","Disposez-vous de sources et/ou d'appareils émetteurs de rayonnements ionisants ?","Disposez-vous de sources et/ou d'appareils émetteurs de rayonnements ionisants ?","1","NULL","577EF1154F3240AD5B9B413AA7346A1E"
"Catégorie d'ESP : récipients (préciser si autoclaves), générateurs de vapeur, tuyauterie, accessoires de sécurité, accessoires sous pression","Avez-vous des équipements sous pression (ESP) ? Merci d'indiquer en commentaire l'année de mise en service de chaque ESP, sa catégorie et ses caratéristiques (type de fluide sous pression, pression, volume).","Avez-vous des équipements sous pression (ESP) ? Merci d'indiquer en commentaire l'année de mise en service de chaque ESP, sa catégorie et ses caratéristiques (type de fluide sous pression, pression, volume).","1","NULL","57AEEE35C98205091E18D1140E9F38CF"
"Par exemple calorifugeages, plaques de fibre, joints, flocages, etc.","Avez-vous de l'amiante dans les bâtiments d'au moins l'un de vos sites ? Si oui, de quels types d'amiante s'agit-il ?","Avez-vous de l'amiante dans les bâtiments du site ? Si oui, de quels types d'amiante s'agit-il ?","1","NULL","5878A7AB84FB43402106C575658472FA"
"Service de santé au travail autonome = propre à l'entreprise\nService de santé inter-entreprises = commun à plusieurs entreprises","Sous quelle forme est organisé votre service de santé au travail ? Merci de préciser en commentaire si votre structure dispose de ces 2 formes d'organisation.","Sous quelle forme est organisé votre service de santé au travail ? Merci de préciser en commentaire si votre structure dispose de ces 2 formes d'organisation.","2","NULL","58A2FC6ED39FD083F55D4182BF88826D"
"cf contribution Ecofolio","Votre société fabrique-t-elle, importe-t-elle ou vend-elle sous sa propre marque des papiers vierges à copier, des enveloppes et/ou des pochettes postales, des papiers carbone, autocopiant et/ou stencils ?","Votre société fabrique-t-elle, importe-t-elle ou vend-elle sous sa propre marque des papiers vierges à copier, des enveloppes et/ou des pochettes postales, des papiers carbone, autocopiant et/ou stencils ?","1","NULL","5EF059938BA799AAA845E1C2E8A762BD"
"NULL","NULL","Transportez-vous vous-même des déchets vers un site situé au-delà des limites de propriété du site ?","1","NULL","5F93F983524DEF3DCA464469D2CF9F3E"
"Par exemple : incinération, régénération en vue de leur recyclage matière, traitement physico-chimique, stockage en décharge, valorisation en cimenterie, ...","Quels sont les modes de traitement de vos déchets dangereux ?","Quels sont les modes de traitement de vos déchets dangereux ?","0","NULL","5FD0B37CD7DBBB00F97BA6CE92BF5ADD"
"NULL","Merci de nous indiquer les autres informations (caractéristiques, spécificités de certains sites) que vous jugez pertinentes à nous communiquer dans le cadre de cette prestation.","Merci de nous indiquer les autres informations ou caractéristiques que vous jugez pertinentes à nous communiquer dans le cadre de cette prestation.","5","NULL","621BF66DDB7C962AA0D22AC97D69B793"
"NULL","Avez-vous identifié des atmosphères explosives ?","Avez-vous identifié des atmosphères explosives ?","1","NULL","6364D3F0F495B6AB9DCF8D3B5C6E0B01"
"NULL","Cette opération a-t-elle été menée en nom propre ou en partenariat avec un fournisseur ""obligé"" ?","Cette opération a-t-elle été menée en nom propre ou en partenariat avec un fournisseur ""obligé"" ?","3","NULL","63923F49E5241343AA7ACB6A06A751E7"
"NULL","En êtes-vous propriétaire ?","En êtes-vous propriétaire ?","1","NULL","63DC7ED1010D3C3B8269FAF0BA7491D4"
"NULL","Vendez-vous ces mélanges ?","Vendez-vous ces mélanges ?","1","NULL","642E92EFB79421734881B53E1E1B18B6"
"NULL","Avez-vous des salariés relevant du Régime agricole ?","Avez-vous des salariés relevant du Régime agricole ?","1","NULL","6512BD43D9CAA6E02C990B0A82652DCA"
"NULL","Etes-vous le notifiant de ces mouvements transfrontaliers de déchets ?","Etes-vous le notifiant de ces mouvements transfrontaliers de déchets ?","1","NULL","65B9EEA6E1CC6BB9F0CD2A47751A186F"
"NULL","Etes-vous concerné ou dans le périmètre d'un PPI (plan particulier d'intervention) ?","Etes-vous concerné ou dans le périmètre d'un PPI (plan particulier d'intervention) ?","1","NULL","65DED5353C5EE48D0B7D48C591B8F430"
"NULL","Faites-vous des mélanges de produits chimiques sur au moins l'un de vos sites ?","Faites-vous des mélanges de produits chimiques sur le site ?","1","NULL","67C6A1E7CE56D3D6FA748AB6D9AF3FD7"
"Si vous êtes une installation exclue du système d'échange (installation émettant moins de 2 500 tonnes de CO2), merci de le préciser en commentaire.","Etes-vous soumis au système d'échange de quotas d'émission de gaz à effet de serre (GES) ?","Etes-vous soumis au système d'échange de quotas d'émission de gaz à effet de serre (GES) ?","1","NULL","68D30A9594728BC39AA24BE94B319D21"
"NULL","Produisez-vous des pneumatiques usagés ? (entretien de véhicules, chariots élévateurs,...)","Produisez-vous des pneumatiques usagés ? (entretien de véhicules, chariots élévateurs,...)","1","NULL","6974CE5AC660610B44D9B9FED0FF9548"
"NULL","Avez-vous recours à un négociant pour l'enlèvement de vos déchets ?","Avez-vous recours à un négociant pour l'enlèvement de vos déchets ?","1","NULL","698D51A19D8A121CE581499D7B701668"
"NULL","Effectuez-vous vous-même l'entretien de vos ascenseurs ou avez-vous recours à des prestataires de services ?","Effectuez-vous vous-même l'entretien de vos ascenseurs ou avez-vous recours à des prestataires de services ?","2","NULL","69ADC1E107F7F7D035D7BAF04342E1CA"
"NULL","Avez-vous des groupes électrogènes destinés à produire de l'électricité, hors groupe de secours ?","Avez-vous des groupes électrogènes destinés à produire de l'électricité, hors groupe de secours ?","1","NULL","6A9AEDDFC689C1D0E3B9CCC3AB651BC5"
"NULL","Avez-vous des locaux où plus de 100 personnes travaillent ?","Avez-vous des locaux où plus de 100 personnes travaillent ?","1","NULL","6C4B761A28B734FE93831E3FB400CE87"
"NULL","NULL","Des chaudières sont-elles placées dans le même local ?","1","NULL","6C8349CC7260AE62E3B1396831A8398F"
"NULL","Êtes-vous soumis à l'obligation de réalisation d'un audit énergétique ?","Êtes-vous soumis à l'obligation de réalisation d'un audit énergétique ?","1","NULL","6C9882BBAC1C7093BD25041881277658"
"NULL","Votre personnel utilise-t-il des voitures de fonction ou de société ?","Votre personnel utilise-t-il des voitures de fonction ou de société ?","1","NULL","6CDD60EA0045EB7A6EC44C54D29ED402"
"On entend notamment par ESP transportable les récipients à pression, leurs robinets et autres accessoires, les citernes, les cartouches à gaz...","Avez-vous des équipements sous pression transportables ?","Avez-vous des équipements sous pression transportables ?","1","NULL","6DA9003B743B65F4C0CCD295CC484E57"
"NULL","Avez-vous un conseiller à la sécurité ? Merci de préciser si cette fonction est assurée par une personne appartenant au site ou externalisée.","Avez-vous un conseiller à la sécurité ? Merci de préciser si cette fonction est assurée par une personne appartenant au site ou externalisée.","1","NULL","6EA9AB1BAA0EFB9E19094440C317E21B"
"A titre d'exemple, les appareils de levage sont notamment les treuils, palans, vérins, grues, crics de lavage, monte-matériaux, ponts élévateurs de véhicule...","Avez-vous des appareils et accessoires de levage ?","Avez-vous des appareils et accessoires de levage ?","1","NULL","6F3EF77AC0E3619E98159E9B6FEBF557"
"NULL","NULL","Organisme certificateur","0","NULL","6F4922F45568161A8CDF4AD2299F6D23"
"NULL","Fabriquez-vous des machines (assemblage de machines ou quasi-machines d'origines diverses) ?","Fabriquez-vous des machines (assemblage de machines ou quasi-machines d'origines diverses) ?","1","NULL","705F2172834666788607EFBFCA35AFB3"
"NULL","Avez-vous au moins l'un site situé dans le périmètre d'un plan de prévention des risques technologiques (PPRT) ?","Votre site est-il situé dans le périmètre d'un plan de prévention des risques technologiques (PPRT) ?","1","NULL","70EFDF2EC9B086079795C442636B55FB"
"NULL","Ces produits sont-ils utilisés par votre personnel ou par du personnel sous-traitant ?","Ces produits sont-ils utilisés par votre personnel ou par du personnel sous-traitant ?","2","NULL","72B32A1F754BA1C09B3695E0CB6CDE7F"
"NULL","Epandez-vous certains de vos déchets ?","Epandez-vous certains de vos déchets ?","1","NULL","73278A4A86960EEB576A8FD4C9EC6997"
"NULL","Accueillez-vous des ruches sur au moins l'un de vos sites ?","Accueillez-vous des ruches sur votre site ?","1","NULL","735B90B4568125ED6C3F678819B6E058"
"NULL","Avez-vous des presses mues par une source d'énergie autre que la force humaine employée directement et dont le chargement et la déchargement est effectué MANUELLEMENT en phase de production ?","Avez-vous des presses mues par une source d'énergie autre que la force humaine employée directement et dont le chargement et la déchargement est effectué MANUELLEMENT en phase de production ?","1","NULL","74DB120F0A8E5646EF5A30154E9F6DEB"
"NULL","Y a-t-il des postes de travail exposés au risque biologique (champignons, levures, virus, bactéries, parasites, etc.) ?","Y a-t-il des postes de travail exposés au risque biologique (champignons, levures, virus, bactéries, parasites, etc.) ?","1","NULL","757B505CFD34C64C85CA5B5690EE5293"
"NULL","Avez-vous des groupes froids ou  climatisations contenant des gaz fluorés (tels que FM200, SF6, R134a ...) ?","Avez-vous des groupes froids ou  climatisations contenant des gaz fluorés (tels que FM200, SF6, R134a ...) ?\nMerci de préciser le type et la quantité de gaz qu'ils contiennent.","1","NULL","7647966B7343C29048673252E490F736"
"NULL","Avez-vous une zone à émergence réglementée ?","Avez-vous une zone à émergence réglementée ?","1","NULL","76DC611D6EBAAFC66CC0879C71B5DB5C"
"NULL","Avez-vous mené ou participé à des opérations d'économies d'énergie pouvant donner lieu à la délivrance de certificats d'économies d'énergie (CEE) ? Si oui, pour quelle période ?","Avez-vous mené ou participé à des opérations d'économies d'énergie pouvant donner lieu à la délivrance de certificats d'économies d'énergie (CEE) ? Si oui, pour quelle période ?","2","NULL","7A614FD06C325499F1680B9896BEEDEB"
"Par exemple : compteurs d'arrivée d'eau potable, compteurs mesurant l'eau prélevée dans le milieu naturel…","Est-ce qu'au moins un de vos sites est propriétaire d'un compteur d'eau lié à une transaction commerciale","Etes-vous propriétaire de vos compteurs d'eau ?","1","NULL","7CBBC409EC990F19C78C75BD1E06F215"
"Par exemple panneaux transparents pour passage piétons, portes à ouverture vers le haut, porte coulissante, etc.","Avez-vous des portes ou des portails automatiques ou semi-automatiques ? Merci de préciser leur(s) type(s) en commentaire.","Avez-vous des portes ou des portails automatiques ou semi-automatiques ? Merci de préciser leur(s) type(s) en commentaire.","1","NULL","7E7757B1E12ABCB736AB9A754FFB617A"
"NULL","Avez-vous des ascenseurs ?","Avez-vous des ascenseurs ? Merci de préciser quelle est leur date de mise en service respective (au format jour, mois, année)","1","NULL","7EABE3A1649FFA2B3FF8C02EBFD5659F"
"NULL","Avez-vous un dispositif de suivi régulier des rejets (SRR) agréé par l'Agence de l'eau sur au moins l'un de vos sites ?","Avez-vous un dispositif de suivi régulier des rejets (SRR) agréé par l'Agence de l'eau ?","1","NULL","7EF605FC8DBA5425D6965FBD4C8FBE1F"
"NULL","Au moins l'un de vos sites est-il fournisseur d'énergie soumis à des obligations d'économies d'énergie ?","Etes-vous fournisseur d'énergie soumis à des obligations d'économies d'énergie ?","1","NULL","7F100B7B36092FB9B06DFB4FAC360931"
"NULL","Avez-vous au moins un site classé SEVESO ? Si oui, précisez seuil maximal présent ?","Le site est-il classé SEVESO ? Si oui, précisez seuil bas ou seuil haut ?","3","NULL","7F1DE29E6DA19D22B51C68001E7E0E54"
"NULL","Quelles rubriques ICPE à Autorisation avec ou sans servitudes (A ou AS) concernent vos sites ?","Quelles rubriques ICPE à Autorisation avec ou sans servitudes (A ou AS) concernent votre site ?\n Merci de préciser en commentaire pour chaque rubrique la date de premier enregistrement ou de portée à connaissance de l’inspection des installations classées (DREAL).","0","NULL","7F39F8317FBDB1988EF4C628EBA02591"
"Cela correspond à une mise en décharge","Certains de vos déchets banals (DIB en mélange) vont-ils en centre de stockage de déchets ultimes (CSDU) ?","Certains de vos déchets banals (DIB en mélange) vont-ils en centre de stockage de déchets ultimes (CSDU) ?","1","NULL","7F6FFAA6BB0B408017B62254211691B5"
"NULL","NULL","Quelle quantité de déchets NON dangereux produisez-vous chaque année (en tonnes par an) ?","4","t/an","812B4BA287F5EE0BC9D43BBF5BBE87FB"
"270 heures minimum sur 1 an, soit 39 nuits si 7h/nuit ou 34 nuits si 8h/nuit","Avez-vous du personnel de nuit ?","Avez-vous du personnel de nuit ?","1","NULL","82161242827B703E6ACF9C726942A1E4"
"Par exemple : acétone, benzène, brome, chlore, chlorure de vinyle monomère, fibres céramiques réfractaires, méthanol, phénol, plomb et ses composés, toluène, etc.","Avez-vous des polluants soumis à des valeurs limites d'exposition professionnelle (VLEP) ? Lesquels ?","Avez-vous des polluants soumis à des valeurs limites d'exposition professionnelle (VLEP) ? Lesquels ?","1","NULL","82AA4B0AF34C2313A562076992E50AA3"
"A titre d'exemple, les équipements susceptibles de transmettre aux salariés des vibrations aux bras ou à l'ensemble du corps sont : décapeuses, meuleuses, burineurs, ponceuses, clés à choc, marteaux de démolition...","Avez-vous des postes de travail exposant des salariés à des vibrations mécaniques ?","Avez-vous des postes de travail exposant des salariés à des vibrations mécaniques ?","1","NULL","84D9EE44E457DDEF7F2C4F25DC8FA865"
"Les agents biologiques sont classés en quatre groupes :\n- le groupe 1 comprend les agents biologiques non susceptibles de provoquer une maladie chez l'homme ;\n- le groupe 2 comprend les agents biologiques pouvant provoquer une maladie chez l'homme et constituer un danger pour les travailleurs. Leur propagation dans la collectivité est peu probable et il existe généralement une prophylaxie ou un traitement efficaces ;\n- le groupe 3 comprend les agents biologiques pouvant provoquer une maladie grave chez l'homme et constituer un danger sérieux pour les travailleurs. Leur propagation dans la collectivité est possible, mais il existe généralement une prophylaxie ou un traitement efficaces;\n- le groupe 4 comprend les agents biologiques qui provoquent des maladies graves chez l'homme et constituent un danger sérieux pour les travailleurs. Le risque de leur propagation dans la collectivité est élevé. Il n'existe généralement ni prophylaxie ni traitement efficace.","Quel est le classement des agents biologiques concernés ?","Quel est le classement des agents biologiques concernés ?","2","NULL","854D6FAE5EE42911677C739EE1734486"
"NULL","Des travailleurs sont-ils exposés aux poussières de silice cristalline ?","Des travailleurs sont-ils exposés aux poussières de silice cristalline ?","1","NULL","85D8CE590AD8981CA2C8286F79F59954"
"NULL","Avez-vous des systèmes d'extinction incendie contenant des gaz fluorés (tels que FM200, SF6, R134a … ) ?","Avez-vous des systèmes d'extinction incendie contenant des gaz fluorés (tels que FM200, SF6, R134a) ?\nMerci de préciser le type et la quantité de gaz qu'ils contiennent.","1","NULL","8613985EC49EB8F757AE6439E879BB2A"
"NULL","Au moins l'un de vos sites a-t-il un accord avec un opérateur d'effacement ?","Avez-vous un accord avec un opérateur d'effacement ?","1","NULL","8C19F571E251E61CB8DD3612F26D5ECF"
"Redevance pour prélèvement sur la ressource en eau, pour pollution d'origine non domestique, pour modernisation des réseaux de collecte, pour pollutions diffuses, pour protection du milieu aquatique, pour stockage d'eau en période d'étiage, pour obstacle sur les cours d'eau","Effectuez-vous une déclaration annuelle auprès de l'Agence de l'eau dans le cadre du paiement d'une redevance ?","Effectuez-vous une déclaration annuelle auprès de l'Agence de l'eau dans le cadre du paiement d'une redevance ?","1","NULL","8D5E957F297893487BD98FA830FA6413"
"NULL","Exploitez-vous une hélisurface ou un héliport sur l'un de vos sites ?","Exploitez-vous une hélisurface ou un héliport sur votre site ?","1","NULL","8E296A067A37563370DED05F5A3BF3EC"
"NULL","Ce réseau de chaleur ou de froid est-il classé en tant que réseau alimenté à au moins 50% par des énergies renouvelables ou de récupération pour au moins l'un de vos sites ?","Ce réseau de chaleur ou de froid est-il classé en tant que réseau alimenté à au moins 50% par des énergies renouvelables ou de récupération ?","1","NULL","8F121CE07D74717E0B1F21D122E04521"
"NULL","Principaux produits fabriqués","Produits fabriqués","0","NULL","8F14E45FCEEA167A5A36DEDD4BEA2543"
"NULL","Avez-vous du personnel stagiaire ?","Avez-vous du personnel stagiaire ?","1","NULL","8F53295A73878494E9BC8DD6C3C7104F"
"NULL","Avez-vous des apprentis ?","Avez-vous des apprentis ?","1","NULL","8F85517967795EEEF66C225F7883BDCB"
"NULL","Avez-vous réalisé un diagnostic de pollution des sols?","Avez-vous réalisé un diagnostic de pollution des sols ?","1","NULL","903CE9225FCA3E988C2AF215D4E544D3"
"NULL","Quel est l'usage des différents bâtiments ?","NULL","2","NULL","918317B57931B6B7A7D29490FE5EC9F9"
"Exemple: soudeuse haute fréquence, poste de contrôle par magnétoscopie, magnétisation / démagnétisation industrielle, chauffage par induction ou micro-ondes, etc","Quels sont les équipements susceptibles d'exposer le personnel à des champs électromagnétiques ?","Quels sont les équipements susceptibles d'exposer le personnel à des champs électromagnétiques ?","0","NULL","9188905E74C28E489B44E954EC0B9BCA"
"NULL","Exploitez-vous des installations de méthanisation avec injection de biométhane dans le réseau de gaz naturel ?","Exploitez-vous des installations de méthanisation avec injection de biométhane dans le réseau de gaz naturel ?","1","NULL","92C8C96E4C37100777C7190B76D28233"
"NULL","Avez-vous des équipements avec des solvants contenant des gaz fluorés (tels que FM200, SF6, R134a ...)?  Merci de préciser en commentaire le type et la quantité maximale de gaz contenu.","Avez-vous des équipements avec des solvants contenant des gaz fluorés (tels que FM200, SF6, R134a ...)?\nPrécisez le type et la quantité de gaz contenu.","1","NULL","92CC227532D17E56E07902B254DFAD10"
"NULL","Est-ce qu'au moins l'un de vos sites est soumis à l'obligation d'établir un plan de gestion de solvants (PGS) ?","Le site a-t-il un plan de gestion de solvants (PGS) ?","1","NULL","93DB85ED909C13838FF95CCFA94CEBD9"
"NULL","Avez-vous du personnel de moins de 18 ans ?","Avez-vous du personnel de moins de 18 ans ?","1","NULL","96DA2F590CD7246BBDE0051047B0D6F7"
"NULL","Font-elles 10 m3 ou plus ?","Font-elles 10 m3 ou plus ?","1","NULL","9766527F2B5D3E95D4A733FCFB77BD7E"
"Installations process, installations de combustion, cabines de peintures, etc.","Quelles sont les principales installations à l'origine de vos rejets dans l'air ?","Quelles sont les principales installations à l'origine de vos rejets dans l'air ?","0","NULL","9778D5D219C5080B9A6A17BEF029331C"
"NULL","Intervenez-vous sur des voies ferrées ?","Intervenez-vous sur des voies ferrées ?","1","NULL","979D472A84804B9F647BC185A877A8B5"
"NULL","Êtes-vous propriétaire de véhicules routiers pour le transport de marchandises (PTAC véhicule > 3,5 tonnes) ? Si oui, merci de préciser le type de marchandises transportées.","Êtes-vous propriétaire de véhicules routiers pour le transport de marchandises (PTAC véhicule > 3,5 tonnes) ? Si oui, merci de préciser le type de marchandises transportées.","1","NULL","9872ED9FC22FC182D371C3E9ED316094"
"NULL","Avez-vous du personnel faisant des opérations de maintenance sur les équipements contenant des fluides frigorigènes et manipulant ces fluides ?","Avez-vous du personnel faisant des opérations de maintenance sur les équipements contenant des fluides frigorigènes et manipulant ces fluides ?","1","NULL","98DCE83DA57B0395E163467C9DAE521B"
"- être une société anonyme, une société en commandite par actions, ou une filiale d'une de ces sociétés\n- avoir un bilan ou chiffre d'affaire net d'au moins 100 millions d'euros,\n- employer au moins 500 salariés permanents\n\nNote : les calculs de bilan et effectifs incluent vos filiales, y compris étrangères","Remplit-elle l'ensemble des critères ""entreprises non cotées"" définis ci-dessous ?","Remplit-elle l'ensemble des critères ""entreprises non cotées"" définis ci-dessous ?","1","NULL","98F13708210194C475687BE6106A3B84"
"Définition d'une substance à l'état nanoparticulaire :\nSubstance fabriquée intentionnellement à l'échelle nanométrique, contenant des particules (= fragment de matière possédant des contours physiques bien définis), non liées soit sous forme d'agrégat (= particule constituée de particules fortement liées ou fusionnées) soit sous forme d'agglomérat (= amas de particules ou d'agrégats faiblement liés dont la surface externe globale correspond à la somme des surfaces de ses constituants individuels), dont une proportion minimale des particules, dans la distribution des tailles en nombre, présentent une ou plusieurs dimensions externes se situant entre 1 nm et 100 nm.","Utilisez-vous des nanomatériaux ?","Utilisez-vous des nanomatériaux ?","1","NULL","9A1158154DFA42CADDBD0694A4E9BDC8"
"NULL","Avez-vous des accumulateurs hydropneumatiques ?","Avez-vous des accumulateurs hydropneumatiques ?","1","NULL","9B04D152845EC0A378394003C96DA594"
"NULL","Etes-vous à l'origine de vibrations dans l'environnement ?","Etes-vous à l'origine de vibrations dans l'environnement ?","1","NULL","9B8619251A19057CFF70779273E95AA6"
"Enseigne : toute inscription, forme ou image apposée sur un immeuble et relative à une activité qui s'y exerce.","Avez-vous, sur au moins l'un de vos sites, des enseignes visibles depuis la voie publique ?","Avez-vous des enseignes visibles depuis la voie publique ?","1","NULL","9BF31C7FF062936A96D3C8BD1F8F2FF3"
"NULL","Exploitez-vous une ligne ou une canalisation électrique privée empruntant le domaine public ?","Exploitez-vous une ligne ou une canalisation électrique privée empruntant le domaine public ?","1","NULL","9CFDF10E8FC047A44B08ED031E1F0ED1"
"NULL","Si vous n'êtes ni employeur de chauffeurs affectés au transport de marchandises, ni propriétaire de véhicules affectés au transport de marchandises, êtes-vous donneur d'ordre en matière de transport de marchandises ?","Si vous n'êtes ni employeur de chauffeurs affectés au transport de marchandises, ni propriétaire de véhicules affectés au transport de marchandises, êtes-vous donneur d'ordre en matière de transport de marchandises ?","1","NULL","9DCB88E0137649590B755372B040AFAD"
"Ex. : Produits utilisés pour :\n- protéger le bois (type 8)\n- lutter contre les souris, les rats ou autres rongeurs (type 14);\n- lutter contre les oiseaux (type 15) ;\n- lutter contre les insectes, acariens et autres arthropodes (type 18);\n- lutter contre des vertébrés nuisibles (type 23).","Des produits antiparasitaires de type biocide sont-ils utilisés sur au moins l'un de vos sites ?","Des produits antiparasitaires de type biocide sont-ils utilisés sur vote site ?","1","NULL","9F61408E3AFB633E50CDF1B20DE6F466"
"NULL","Etes-vous soumis ou avez-vous un plan de prévention des risques technologiques (PPRT) ?","Etes-vous soumis ou avez-vous un plan de prévention des risques technologiques (PPRT) ?","1","NULL","9FC3D7152BA9336A670E36D0ED79BC43"
"NULL","Quels sont les modes d'élimination (incinération…) de ces sous-produits (interne ou externe) ?","Quels sont les modes d'élimination (incinération…) de ces sous-produits (interne ou externe) ?","3","NULL","A0A080F42E6F13B3A2DF133F073095DD"
"Puissance thermique fixée et garantie par le constructeur, exprimée en PCI susceptible d'être consommée en marche continue, exprimée en MW","Exploitez-vous au moins une chaudière de puissance thermique nominale comprise entre 4kW et 400kW ?","Exploitez-vous une ou des chaudière(s) de puissance thermique nominale comprise entre 4kW et 400kW ? Si oui, merci de préciser en commentaire les chaudières concernées et leur puissance respective.","1","NULL","A1D0C6E83F027327D8461063F4AC58A6"
"NULL","Ces véhicules sont-ils équipés de dispositifs antidémarrage par éthylotest électronique ou prévoyez-vous de les en équiper?","Ces véhicules sont-ils équipés de dispositifs antidémarrage par éthylotest électronique ou prévoyez-vous de les en équiper?","1","NULL","A2557A7B2E94197FF767970B67041697"
"NULL","Produisez-vous des déchets d'amiante ? (amiante contenu dans des matériaux inertes, matériel contenant de l'amiante tels joints, etc.)","Produisez-vous des déchets d'amiante ? (amiante contenu dans des matériaux inertes, matériel contenant de l'amiante tels joints, etc.)","1","NULL","A3C65C2974270FD093EE8A9BF8AE7D0B"
"Si vous cochez la réponse ""Autre"", merci de préciser la source en commentaire.","Quelles sont vos sources d'approvisionnement en eau ?","Quelles sont vos sources d'approvisionnement en eau ?","2","NULL","A3F390D88E4C41F2747BFA2F1B5F87DB"
"NULL","Disposez-vous de parcs de stationnement réservés aux salariés ? Merci de préciser en commentaire la capacité de ces parkings","Disposez-vous d’un parc de stationnement réservé aux salariés ? Merci de préciser en commentaire la capacité de ce parking.","2","NULL","A4A042CF4FD6BFB47701CBC8A1653ADA"
"NULL","Au moins l'un de vos sites est-il raccordé au réseau public de transport d'électricité ?","Votre site est-il raccordé au réseau public de transport d'électricité ?","1","NULL","A4F23670E1833F3FDB077CA70BBD5D66"
"NULL","Quel est le fluide caloporteur en sortie des chaudières ? (Vapeur, eau chaude…). S'il s'agit d'eau chaude, quelle est sa température maximale ?","Quel est le fluide caloporteur en sortie de chaque chaudière ? (Vapeur, eau chaude…). S'il s'agit d'eau chaude, quelle est sa température maximale ?","0","NULL","A5771BCE93E200C36F7CD9DFD0E5DEAA"
"NULL","Avez-vous des maladies professionnelles reconnues ou en cours de reconnaissance ?","Avez-vous des maladies professionnelles reconnues ou en cours de reconnaissance ?","1","NULL","A597E50502F5FF68E3E25B9114205D4A"
"process / chauffage / production eaux chaudes sanitaires, etc.","NULL","Précisez l'utilisation de chaque chaudière.","0","NULL","A5BFC9E07964F8DDDEB95FC584CD965D"
"NULL","Déclarez-vous le volet Déchets de la TGAP ?","Déclarez-vous le volet Déchets de la TGAP ?","1","NULL","A5E00132373A7031000FD987A3C9F87B"
"NULL","Des produits antiparasitaires (produits phytopharmaceutiques) sont-ils utilisés sur au moins l'un de vos sites ?","Des produits antiparasitaires (produits phytopharmaceutiques) sont-ils utilisés sur votre site ?","1","NULL","A684ECEEE76FC522773286A895BC8436"
"NULL","Avez-vous identifié une pollution de sol sur au moins l'un de vos sites ?","Avez-vous identifié une pollution de sol sur votre site ?","1","NULL","A8BAA56554F96369AB93E4F3BB068C22"
"NULL","Merci de nous indiquer les autres informations (caractéristiques, spécificités de certains sites) que vous jugez pertinentes à nous communiquer dans le cadre de cette prestation.","Merci de nous indiquer les autres informations ou caractéristiques que vous jugez pertinentes à nous communiquer dans le cadre de cette prestation.","5","NULL","A8F15EDA80C50ADB0E71943ADC8015CF"
"NULL","Produisez-vous des déchets radioactifs ? (ex.  : paratonnerre, système de détection incendie, sonde, etc.)","Produisez-vous des déchets radioactifs ? (ex.  : paratonnerre, système de détection incendie, sonde, etc.)","1","NULL","A97DA629B098B75C294DFFDC3E463904"
"NULL","Avez-vous, sur au moins l'un de vos sites, des bâtiments réservés à un usage administratif, commercial… ?","Avez-vous des bâtiments réservés à un usage administratif, commercial ?","1","NULL","AAB3238922BCC25A6F606EB525FFDC56"
"NULL","Avez-vous un conseiller en radioprotection ?","Avez-vous un conseiller en radioprotection ?","1","NULL","AC1DD209CBCC5E5D1C6E28598E8CBBE8"
"NULL","Mettez-vous sur le marché directement (sans intermédiaire) des emballages destinés aux ménages ?","Mettez-vous sur le marché directement (sans intermédiaire) des emballages destinés aux ménages ?","1","NULL","AC627AB1CCBDB62EC96E702F07F6425B"
"Les actions menées dans la 2nde phase de Recherche des Substances Dangereuses dans l'Eau (RSDE II 2009-2015) concernent prioritairement les eaux industrielles, les eaux pluviales, les eaux de refroidissement susceptibles d'être souillées et les eaux brutes épandues des installations classées soumises à autorisation.\nCes exigences sont imposées via un arrêté préfectoral.","Etes-vous concerné par la surveillance des substances dangereuses de vos rejets industriels (RSDE) ?","Etes-vous concerné par la surveillance des substances dangereuses de vos rejets industriels (RSDE) ?","1","NULL","AD61AB143223EFBC24C7D2583BE69251"
